id,sentence1,sentence2,label,similarity,similarity_percentage,plagiarism_status
6735,Authors may post documents on their institutional websites and in their own repositories with a link back to the ACM Digital Library 's permanently maintained Version of Record .,Authors can publish documents on their own websites and in their institutional repositories with a link back to the permanently maintained version of ACM Digital Library Record .,0,0.5031026124151315,50.31026124151315,Not Plagiarized
6736,"Regarding the battle between Superman and Zod , Double Negative implemented real photography into its digital doubles .","Regarding the battle between Superman and Zod , Double Negative implemented digital photography onto its real doubles .",0,0.6826944946658566,68.26944946658567,Not Plagiarized
6737,The company was founded by the South African entrepreneur and industrialist Ivor Ichikowitz and is based in South Africa with its headquarters in Sandton .,"The company was founded by South African entrepreneur and industrialist Ivor Ichikowitz . The Group is based in Sandton , with its headquarters in South Africa .",0,0.7008506010302393,70.08506010302393,Possible Plagiarism
6738,"In 1972 , Kaye replaced Ninian Stephen on the Supreme Court of Victoria .","In 1972 , Kaye Ninian replaced Stephen on the Supreme Court of Victoria .",0,0.6694188517266485,66.94188517266485,Not Plagiarized
6739,The series The Rowohlt Publishing House published a novel by Patrick Niessen .,The published series of the Rowohlt publishing house was a novel by Patrick Niessen .,0,0.7669315927137316,76.69315927137316,Possible Plagiarism
6740,It was later moved to the top of Gloucester Street over King Street .,It was later moved to the top of King Street on Gloucester Street .,0,0.7357532581618298,73.57532581618298,Possible Plagiarism
6741,In April 2016 it was announced that Reid will also present the new sister broadcast `` Top Gear '' Extra Gear `` along with Harris .,"In April 2016 , it was announced that Harris will also present `` Top Gear 's '' new sister show `` Extra Gear '' along with Reid .",0,0.5525944240592613,55.25944240592613,Not Plagiarized
6742,Skujaine is a village in Latvia and Dobele municipality in the historic region of Zemgale and the Zemgale Planning Region in Penkule Parish .,Skujaine is a village in the municipality of Penkule and Dobele municipality in the historical region of Zemgale and the Zemgale Planning Region in Latvia .,0,0.5896309546231282,58.96309546231282,Not Plagiarized
6743,"In 2008 , the Republican John McCain defeated Democrat Barack Obama , 61 % -39 % .",In 2008 Democrat Barack Obama defeated Republican John McCain 61 % -39 % .,0,0.6549838312574768,65.49838312574768,Not Plagiarized
6744,His sister Mary ( born 25 February 1956 ) won the 1500m in San Sebastian in 1977 and then became the Commonwealth Games champion in 1978 in Edmonton .,"His sister Mary ( born February 25 , 1956 ) won the 1500m in Edmonton in 1977 and was awarded the San Sebastian Commonwealth Games - Champion in 1978 .",0,0.6037187398457062,60.37187398457063,Not Plagiarized
6745,"In 1994 , Smith Smith returned to SummerSlam to WWF , where he immediately became involved in an ongoing family feud between Bret Hart and his brother Owen Hart .","In 1994 , Bret Hart returned to the WWF at SummerSlam , where he was immediately engaged in an ongoing family feud between Smith and his brother Owen Hart .",0,0.5096205894980407,50.96205894980407,Not Plagiarized
6746,It was chosen as the 19th best film at the 7th Yokohama Film Festival .,It was elected as the 7th best film at the 19th Yokohama Film Festival .,0,0.5485297816691111,54.852978166911114,Not Plagiarized
6747,"His sister Mary ( born February 25 , 1956 ) won the 1500m in Edmonton in 1977 and was awarded the San Sebastian Commonwealth Games - Champion in 1978 .","His sister Mary ( born 25 February , 1956 ) won the 1500m in Edmonton in 1977 and then became the Commonwealth Games champion in 1978 in San Sebastian .",1,0.6878231208615665,68.78231208615665,Not Plagiarized
6748,Radley had further opportunities to expand his skills by being abroad at the Peninsula Hotel in Bangkok and the Mandarin Oriental in Hong Kong in 1991 .,"Radley had further opportunities to expand his skills , spending time abroad in 1991 at the Peninsula Hotel in Bangkok and the Mandarin Oriental in Hong Kong .",1,0.6955224429816517,69.55224429816516,Not Plagiarized
6749,"Thameside is a railway franchise for the provision of passenger services on London , Tilbury and Southend Railway to the east of London and South - Essex .","Essex Thameside is a railway franchise for the provision of passenger services on the London , Tilbury and Southend Railway in east London and south Essex .",1,0.9582232960847986,95.82232960847986,Possible Plagiarism
6750,"Heliair will always have more than 21 % oxygen , and will be hypoxic ( less than 17 % oxygen ) for mixes with less than 20 % helium .",Heliair will always have more than 21 % oxygen and will be hypoxic in mixtures with less than 20 % helium ( less than 17 % oxygen ) .,1,0.6549838312574768,65.49838312574768,Not Plagiarized
6751,"Sadar Bazar Railway Station is a small railway station in North - Delhi , which is a residential and commercial area of Delhi district Sadar Bazar .",Sadar Bazar railway station is a small railway station in Sadar Bazar which is a residential and commercial neighbourhood of the North Delhi district of Delhi .,0,0.7669315927137313,76.69315927137313,Possible Plagiarism
6752,"Later in 2014 , Dassault Systèmes was bought by Quintiq .","In 2014 , Quintiq was bought by Dassault Systèmes .",0,0.4360379885513016,43.60379885513016,Not Plagiarized
6753,Nigar confesses bravely : she has sent Eyvaz to inform Koroghlu .,"Nigar has stood bravely , she confesses sent Eyvaz to inform Koroghlu .",0,0.562050033600177,56.2050033600177,Not Plagiarized
6754,"Therefore , the Electronic library of the Academy as an integral part of the educational process and scientific activity is a recognized virtual channel into the global information environment .","The Academy 's electronic library , as an integral part of the educational process and scientific activity , is therefore a recognized global channel in the virtual information environment .",0,0.6392306240536283,63.92306240536283,Not Plagiarized
6755,"It is located in the southeastern part of the county , in the southern part of the state .","It is located in the southern part of the county , in the southeastern part of the state .",0,0.387556981443423,38.7556981443423,Not Plagiarized
6756,"Michael Aspel was the subject of `` This Is Your Life '' in 2003 , when he was surprised by John on the set of `` Merseybeat '' .","In 2003 , Michael Michael became Aspel on the subject of `` This Is Your Life '' when he was surprised by John on the set of `` Merseybeat '' .",0,0.751402689950245,75.1402689950245,Possible Plagiarism
6757,"Hamilton Hill has an elementary school , Hamilton Senior High School , and two high schools , East Hamilton Hill Primary School and Southwell Primary School .","Hamilton Hill has one primary school , Hamilton Senior High School , and two high schools , East Hamilton Hill Primary School and Southwell Primary School .",1,0.9369654460386574,93.69654460386573,Possible Plagiarism
6758,Marquette experiences a cold climate ( `` Dfb '' ) with warm to hot summers and humid continental winters .,Marquette experiences a humid continental climate ( Köppen `` Dfb '' ) with warm to hot summers and cold winters .,0,0.5759154257902794,57.591542579027944,Not Plagiarized
6759,David was five years old at the time and Martha was only a little older .,At this time Martha was five years old and David was only a little older .,0,0.6279041938452457,62.79041938452457,Not Plagiarized
6760,Bhagat Beni also said that the guru Arjan Dev has only obtained enlightenment through the Holy Word .,Bhagat Beni has also said that Guru Arjan Dev attained enlightenment only through the Holy Word .,1,0.7297273805759764,72.97273805759764,Possible Plagiarism
6761,"An edited version of the song was released in 1969 as a single on the Atlantic label by Cher , produced by Jerry Wexler .","An edited version of the song was published in 1969 as a single at the Atlantic label by Cher , produced by Jerry Wexler .",1,0.7714264711881895,77.14264711881896,Possible Plagiarism
6762,"INPUT is a voluntary organization , supported by conference registration fees , various television organizations , individuals , and public institutions , agencies , and foundations .","INPUT is a voluntary organization supported by conference fees , public television broadcasting , individuals and various institutions , agencies and foundations .",0,0.5173600992727575,51.73600992727575,Not Plagiarized
6763,"It is included in the Biddeford , Maine-Portland-South Portland Metropolitan New England City and urban area .","It is included in the Biddeford , Maine-Portland-South Portland metropolitan New England City and Town Area .",1,0.7877964172867844,78.77964172867844,Possible Plagiarism
6764,"He was the son of astronomer and civil engineer Louis Agassiz Fuertes and Mary Stone Perry Fuertes , and the brother of the naturalist and writer Estevan Fuertes .",He was the son of astronomer and civil engineer Estevan Fuertes and Mary Stone Perry Fuertes and the brother of the naturalist and writer Louis Agassiz Fuertes .,0,0.8985726069853015,89.85726069853015,Possible Plagiarism
6765,No physical evidence for the existence of a historical person that fits the description of the Menehune has been discovered .,No physical evidence has been discovered of the existence of a historical person that fits in with the description of the Menehune .,1,0.791528979180192,79.1528979180192,Possible Plagiarism
6766,Joshua Gruss is the son of financier Joseph S. Gruss and grandson of financier and philanthropist Martin D. Gruss .,Joshua Gruss is the son of financier Martin D. Gruss and grandson of the financier and philanthropist Joseph S. Gruss .,0,0.872356072981436,87.2356072981436,Possible Plagiarism
6767,His family migrated from Scotland in 1842 to Indiana when he was nine years old .,His family immigrated from Scotland to Indiana in 1842 when he was nine years old .,1,0.37131352596671285,37.131352596671285,Not Plagiarized
6768,John Barrow Island is a member of the Queen Elizabeth Islands and of the Canadian Arctic Archipelago in the Nunavut area .,John Barrow Island is a member of the Canadian archipelago of Arctic and the Queen Elizabeth Islands in the Nunavut area .,0,0.6457014380775987,64.57014380775988,Not Plagiarized
6769,At the 2010 Sony Ericsson Open he defeated Richard Gasquet and the 2007 titlist and second seed Novak Djokovic .,At the Sony Ericsson Open in 2010 he defeated Richard Gasquet and in 2007 the title and second seed Novak Djokovic .,1,0.6694188517266485,66.94188517266485,Not Plagiarized
6770,"Pierre Barbizet was a French pianist ( September 20 , 1922 - January 19 , 1990 ) in Arica , Chile .","Pierre Barbizet ( September 20 , 1922 in Arica , Chile , January 19 , 1990 ) was a French pianist .",0,0.7062848168468483,70.62848168468483,Possible Plagiarism
6771,Wister closely follows the primary source `` Personal Memoirs '' written by Grant and published by Mark Twain 's publishing house .,"Mark Twain follows the primary source `` Personal Memoirs '' , written by Grant and published by the Wister publishing house .",0,0.7373639996413924,73.73639996413924,Possible Plagiarism
6772,There are other pilasters on the double column and simple pilasters on the second and third pillar .,There are simple pilasters on second and third pillar and double pilasters on the other pillars .,0,0.581969669221429,58.1969669221429,Not Plagiarized
6773,In the CLCN1 the Thomsen - disease with dominant mutations and the Becker disease is associated with recessive mutations .,"At CLCN1 , the Thomsen - disease with recessive mutations and Becker disease is associated with dominant mutations .",0,0.841660955942934,84.1660955942934,Possible Plagiarism
6774,The Potez X was a French colonial transport aircraft of the 1920s designed and built by Potez .,"The Potez X was a French colonial transport aircraft of the 1920s , designed and built by Potez .",0,1.0000000000000009,100.00000000000009,Possible Plagiarism
6775,All of the fixed commemorations below are observed by the Coptic Orthodox Church on 8 Paoni .,All fixed commemorations below are observed on 8 Paoni by the Coptic Orthodox Church .,1,0.7357532581618298,73.57532581618298,Possible Plagiarism
6776,"Durr was born in Birmingham , Alabama , where she was raised by black women but was also taught that the Ku Klux Klan were protectors of southern womanhood .","Durr was born in Birmingham , Alabama , where she was brought up by southern women , but was also taught that the Ku Klux Klan were protectors of black femaleness .",0,0.5912379973057765,59.12379973057765,Not Plagiarized
6777,"He grew up in Sussex and eventually lived with his parents in Surbiton , then in Surrey , now in Greater London .","He grew up in Sussex and finally lived in Surbiton with his parents , then in Surrey , now in Greater London .",1,0.48135845263284466,48.135845263284466,Not Plagiarized
6778,"He grew up in Greater London and eventually lived with his parents in Surbiton , then at Surrey , now in Sussex .","He grew up in Sussex and eventually lived with his parents in Surbiton , then in Surrey , now in Greater London .",0,0.7025997416361692,70.25997416361692,Possible Plagiarism
6779,"These include the Somerset Apartments ( 1922 ) , the Garden Court Apartments ( 1915 ) , and the Manchester Apartments ( 1915 ) .","These include the Manchester Apartments ( 1922 ) , the Garden Court Apartments ( 1915 ) and Somerset Apartments ( 1915 ) .",0,0.8801036513428693,88.01036513428693,Possible Plagiarism
6780,"In 1974 , Cohen was a parliamentary candidate for the Liberal Party in London West , and in 1979 he stood as the European candidate in Kensington North .","In 1974 , Cohen stood as the parliamentary candidate for the Liberal Party in London West , and in 1979 , he stood as its European candidate in Kensington North .",1,0.8959592924014848,89.59592924014848,Possible Plagiarism
6781,"The exhibition was opened by Séamus Hegarty , the bishop of Derry , a former student and former patron of school .","The exhibition was opened by Séamus Hegarty , the bishop of Derry , a former student and former patron of school .",1,1.0,100.0,Possible Plagiarism
6782,The Thai Ambassador in Yangon is the official representative of the Government in Bangkok to the Government of Myanmar .,The Thai ambassador to Yangon is the official representative of the government in Bangkok with the government of Myanmar .,1,1.0000000000000007,100.00000000000007,Possible Plagiarism
6783,"Four times between 1777 and 1860 , bells were consecrated , and three new ones were mentioned in 1861 .",Between 1777 and 1860 bells were mentioned four times and in 1861 three new ones inaugurated .,0,0.48135845263284466,48.135845263284466,Not Plagiarized
6784,"He has been called to the AHL several times and spent time with Portland Pirates , Worcester Sharks , Houston Aeros and the Bridgeport Sound Tigers .","He has been called up to the AHL several times , spending time with the Portland Pirates , Worcester Sharks , Houston Aeros , and Bridgeport Sound Tigers .",1,0.8019783064439234,80.19783064439234,Possible Plagiarism
6785,"Wildhorse Creek in Wildhorse Mountain is a tributary of Morgan Creek . It flows near Howard County , Texas .","Wildhorse Creek in Howard County , Texas is a tributary of Morgan Creek and flows near Wildhorse Mountain .",0,0.8019783064439234,80.19783064439234,Possible Plagiarism
6786,"Divorced from Alasdair Hutton , former MEP , Hutton has two sons , Thomas and Nicholas Hutton . Her hobbies include gardening and chamber music .","Hutton has two sons , Thomas and Nicholas Hutton , who have divorced from Alasdair Hutton , the former MEP , and her hobbies include gardening and chamber music .",1,0.8869645423113512,88.69645423113512,Possible Plagiarism
6787,"`` Madang '' was built by Evans Deakin at Brisbane , Queensland , commissioned on 10 August 1968 , and launched on 28 November 1968 .","`` Madang '' was commissioned by Evans Deakin in Brisbane , Queensland , on August 10 , 1968 , and launched on 28 November 1968 .",1,0.6509971347211745,65.09971347211744,Not Plagiarized
6788,"Flossach is a long river in Bavaria , Germany . It is a right tributary of the Mindel and an indirect right tributary of the Danube .","Flossach is a long river in Bavaria , Germany , a right-wing tributary of the Mindel and an indirect tributary of the Danube right .",1,0.708452350303355,70.8452350303355,Possible Plagiarism
6789,Dittionario giorgiano e italiano is a dictionary in the Georgian language and the Italian language .,Dittionario giorgiano e italiano is a dictionary in the Georgian language and Italian language .,1,1.0,100.0,Possible Plagiarism
6790,"In the second round , Red Star Belgrade ( 0-3 , 1-3 ) UTA was eliminated from the competition .","In the second round , UTA eliminated Red Star Belgrade from the competition ( 0-3 , 1-3 ) .",0,0.6694188517266485,66.94188517266485,Not Plagiarized
6791,"Most individualist anarchists supported anarcho-syndicalism and communist anarchism , while a few were Jewish anarchists .","Most Jewish anarchists supported anarchosyndicalism and communist anarchism , while a few individualist anarchists were .",0,0.5703951097379938,57.03951097379938,Not Plagiarized
6792,"They are small , built of concrete with high stone blocks .",They are high built of concrete with small stone blocks .,0,0.5744651733947116,57.44651733947116,Not Plagiarized
6793,"According to the Bureau of Meteorology , the highest temperature ever recorded in Toowoomba was on 12 February 2017 , while the lowest was on 12 July 1965 .","According to the Bureau of Meteorology , the lowest temperature ever recorded in Toowoomba was on 12 February 2017 , while the highest was 12 July 1965 .",0,0.7598477326802965,75.98477326802964,Possible Plagiarism
6794,"Another completion of the opera , by Karl Aage Rasmussen , was published in 2005 and recorded in 2006 .",A further completion of the opera by Karl Aage Rasmussen was published in 2005 and recorded in 2006 .,1,1.0,100.0,Possible Plagiarism
6795,"In retirement , Peck continued to reside in Berlin , Vermont . He died at the Woodridge Nursing Home in Montpelier on May 8th , 2008 .","In retirement , Peck continued to live in Montpelier , he died on 8 May 2008 at the Old Nursing Home in Woodridge , Berlin , Vermont .",0,0.4316134189707516,43.16134189707516,Not Plagiarized
6796,"His sister Mary ( born February 25 , 1956 ) won the 1500m in Edmonton in 1977 and was awarded the San Sebastian Commonwealth Games - Champion in 1978 .","His sister Mary ( born February 25 , 1956 ) won the 1500m in San Sebastian in 1977 and was appointed in Edmonton Commonwealth Games - Champion in 1978 .",0,0.6949450440198661,69.49450440198662,Not Plagiarized
6797,"Hovshaga AIF is a Swedish football club located in Växjö in Växjö Municipality , Kronoberg County .","Hovshaga AIF is a Swedish football club in the municipality of Växjö , Kronoberg County in Växjö .",0,0.6342343385537402,63.42343385537402,Not Plagiarized
6798,"Robert Bertie married Lady Elizabeth Pope , daughter of Thomas Pope , 2nd Earl of Downe ( later third wife of Lee , 3rd Earl of Lindsey ) .","Robert Bertie married Lady Elizabeth Pope , the daughter of Thomas Pope , 2nd Earl of Downe ( later third wife of Lee , 3rd Earl of Lindsey ) .",1,1.0,100.0,Possible Plagiarism
6799,"Winnie Hill is a mountain in Oneonta , New York , in the central region of New York north of New York City .","Winnie Hill is a mountain located in the center of New York region New York north of Oneonta , New York .",0,0.7332039587250412,73.32039587250412,Possible Plagiarism
6800,Soori is a 2001 Telugu film directed by debutant Sankara Kumar .,Sankara Kumar is a Telugu film by Debutant Soori in 2001 .,0,0.562050033600177,56.2050033600177,Not Plagiarized
6801,is the international member federation for Grenada in the following national organisations :,GAA is the international member federation for Grenada in the following national organisations :,1,0.8757463061376463,87.57463061376463,Possible Plagiarism
6802,"It belongs to the administrative district of North and Central Andaman , part of the Indian trade union Andaman and Nicobar Islands .","It belongs to the North and Middle Andaman administrative district , part of the Indian union territory of Andaman and Nicobar Islands .",1,0.4316134189707516,43.16134189707516,Not Plagiarized
6803,"The project called for the hill to be destroyed , for the streets to be widened and for all buildings to be levelled .","The project called for the Hill to be leveled , for the streets to be widened , and for all buildings to be razed .",0,0.5031026124151315,50.31026124151315,Not Plagiarized
6804,The BHC is a member of the International Economic History Association and is an affiliated organisation of the American Historical Association and H-Net .,The BHC is a member of the American Historical Association and is an affiliated organization of the International Economic History Association and of H-Net .,0,0.7266101926384432,72.66101926384432,Possible Plagiarism
6805,"Hughes , born in Wales , founded two separate congregations in the city , preaching English sermons to one , and Welsh sermons to the other , every Sunday .","Hughes , born in Wales , founded two separate congregations in the city and preached Welsh sermons every Sunday to one and English sermons to the other .",1,0.7443045649541956,74.43045649541956,Possible Plagiarism
6806,Where is invariant mass and invariant energy equals . The squared mass is still stable and the particle can be positive .,"Where is invariant mass and invariant energy equal , the squared mass is still stable and the particle can be positive .",1,0.7714264711881896,77.14264711881896,Possible Plagiarism
6807,"In 1990 , Elba KQTV , together with WRBL in Columbus , Georgia and WTWO in Terre Haute , Indiana , sold TCS for US $ 58 million .","In 1990 , Elba sold WRBL to TCS for $ 58 million together with KQTV in Columbus , Georgia and WTWO in Terre Haute , Indiana .",0,0.6901601175589304,69.01601175589303,Not Plagiarized
6808,"On 2 March 1642 , Elizabeth married Washington Henry Washington ( c.1616 -- 1688 ) , `` sister of another future royalist , Colonel Legge '' .","On 2 March , 1642 , Elizabeth Washington married Henry Washington ( c.1616 -- 1688 ) , `` sister of another future royalist officer , Colonel Legge '' .",1,0.7179642176982285,71.79642176982284,Possible Plagiarism
6809,The episode was written by Matt Warburton and is directed by Adam Davidson .,The episode was written by Matt Warburton and directed by Adam Davidson .,1,1.0000000000000007,100.00000000000007,Possible Plagiarism
6810,"In Asia , it is present in Japan .",It is present in Japan in Asia .,1,0.6694188517266485,66.94188517266485,Not Plagiarized
6811,"In January 2011 , the Deputy Secretary General of FIBA Asia , Manuel V. Pangilinan , inspected the venue together with SBP - President Hagop Khajirian .","In January 2011 , FIBA Asia deputy secretary general Hagop Khajirian along with SBP president Manuel V. Pangilinan inspected the venue .",0,0.7084523503033548,70.84523503033549,Possible Plagiarism
6812,"The exhibition was opened by Séamus Hegarty , the bishop of Derry , a former student and former patron of school .","The exhibition was opened by Séamus Hegarty , Bishop of Derry , a former student and a former patron of the school .",1,1.0,100.0,Possible Plagiarism
6813,The last Aglipayan Priest was Padre Klarín and the first was Padre Belén .,The first priest of Aglipayan was Padre Klarín and the last was Padre Belén .,0,0.7357532581618298,73.57532581618298,Possible Plagiarism
6814,"The University of Otago , the first university in New Zealand , was founded in 1869 as the provincial university in Dunedin .","The provincial university of New Zealand , the University of Otago , was founded in 1869 as the first university in Dunedin .",0,0.7877964172867844,78.77964172867844,Possible Plagiarism
6815,"In 1983 , the school district closed high school and consolidated Waterford Township High School .","In 1983 , the school district closed high schools and consolidated Waterford Township High School .",1,0.8366197959817997,83.66197959817997,Possible Plagiarism
6816,"Fumiaki Nishihara , Go Nakanishi , Kenji Kamiyama , Shinichiro Watanabe and Hachioji-P were special guests for the event .","Special guests at the event were Kenji Kamiyama , Shinichiro Watanabe , Go Nakanishi , Fumiaki Nishihara and Hachioji-P .",1,0.6826944946658565,68.26944946658566,Not Plagiarized
6817,"Kurt Treu ( 15 September 1928 in Karja , Saare County , Estonia -- 6 June 1991 in Vienna , Austria ) , was a German classical philologist .","Kurt Treu ( born September 15 , 1928 in Karja , Saare County , Estonia -- June 6 , 1991 in Vienna , Austria ) was a German classical philologist .",1,0.781098640950559,78.1098640950559,Possible Plagiarism
6818,"In 1847 , Lycoming County was formed from Sullivan County , and two years later Cherry Township from Colley Township was founded .","In 1847 , Sullivan County was formed from Lycoming County , and two years later Colley Township was founded from Cherry Township .",0,0.7598477326802964,75.98477326802964,Possible Plagiarism
6819,"In 2014 , the festival was once more held at the South Street Seaport , in Webster Hall .","In 2014 , the festival was held again in the South Street Seaport at Webster Hall .",1,0.9999999999999999,99.99999999999999,Possible Plagiarism
6820,Both Mark Browne and his younger brother Ricky debuted for Geelong in the opening round of the VFL season in 1974 against Footscray at Western Oval .,"Both Mark Browne and younger brother Ricky debuted for Geelong in the opening round of the 1974 VFL season , against Footscray at Western Oval .",1,0.8143833503079119,81.4383350307912,Possible Plagiarism
6821,"Java calls these types simple types , while they are called in C # `` Primitive Types '' .","Java calls these types primitive types , while in C # `` they are called simple types '' .",0,0.8278627458597881,82.78627458597882,Possible Plagiarism
6822,"He was born in Houston , Texas , attended the Worthing High School in Houston and played High School Football at the Worthing Colts .","Hudson was born in Houston . He attended Worthing High School in Houston , Texas , and played high school football for the Worthing Colts .",1,0.8562000291502773,85.62000291502773,Possible Plagiarism
6823,"Another , very early application of the bi-grid valve was as a self oscillating frequency mixer in similar superhet receivers",Another very similar application of the bi-grid valve was as a self-swinging frequency mixer in early superhet receivers,0,0.5892140618441374,58.92140618441374,Not Plagiarized
6824,Trains used to run from Bahawalnagar to Karachi and vice versa via Delhi .,"From Bahawalnagar to Karachi and vice versa , trains used to run around Delhi .",1,0.7669315927137316,76.69315927137316,Possible Plagiarism
6825,"Fossils are known from Europe , North and South America , Algeria , India , Indonesia , Libya , Somalia , Turkey and Iran .","Fossils from Algeria , India , Indonesia , Libya , Somalia , Turkey , North and South America , Europe and Iran are well-known .",1,0.6694188517266486,66.94188517266485,Not Plagiarized
6826,"On December 14 , 2009 , Cedarville became a part of Elkhorn City .","On 14 December 2009 , Cedarville became a part of the city of Elkhorn .",1,0.46975676801152594,46.975676801152595,Not Plagiarized
6827,"The directed reading and thinking activity is a very similar strategy that can be mastered . Once this strategy is applied and students become more advanced , independent readers .","The targeted reading and thinking activity is a very similar strategy , which can be mastered : once this strategy is applied and students become more advanced , independent readers .",1,0.863538042036202,86.3538042036202,Possible Plagiarism
6828,"Rongshui Miao Autonomous County ( ; Standard Zhuang : ) is under the administration of Liuzhou , Guangxi Zhuang Autonomous Region , China .","Autonomous County of Rongshui Miao ( ; Standard Zhuang : ) is under the administration of Liuzhou , Guangxi Zhuang Autonomous Region , China .",1,0.872356072981436,87.2356072981436,Possible Plagiarism
6829,"`` Housemeeting '' , a book by Lano and Woodley , was published by Penguin Books in 1996 , with illustrations by Andrew Denton and a foreword by Woodley .",The book `` Housemeeting '' by Lano and Woodley was published by Penguin Books in 1996 with illustrations by Woodley and a foreword by Andrew Denton .,0,0.6901601175589304,69.01601175589303,Not Plagiarized
6830,"It was first admitted in 1954 by Lorraine Copeland , followed by A. Kuschke and J .",It was first recorded by Lorraine Copeland in 1954 followed by A. Kuschke and J .,1,0.46975676801152594,46.975676801152595,Not Plagiarized
6831,The US 222 and the PA 724 meet in Spring Township and both meet in Wyomissing and Sinking Spring on US 422 .,The US 222 and the PA 724 meet in Wyomissing and both meet in Spring Township and Sinking Spring on US 422 .,0,0.8534112446970981,85.34112446970981,Possible Plagiarism
6832,"Timoléon was too far south to escape with Villeneuve , and had also stopped on the swarm in attempting to join the survivors .","`` Timoléon '' was too far south to join with Villeneuve and , in attempting to escape the survivors , had also grounded on the shoal .",0,0.35999725569934854,35.99972556993485,Not Plagiarized
6833,"The emerging massless Dirac equation was first pointed out by Semenoff , DiVincenzo and Mele .","The emergent massless Dirac equation was first pointed out by Mele , DiVincenzo and Semenoff .",1,0.5031026124151315,50.31026124151315,Not Plagiarized
6834,He dated John F. Kennedy ( who was later to marry Jacqueline Bouvier and become the First Lady of the United States .,He dated Jacqueline Bouvier ( who was later to get married John F. Kennedy and become First Lady of the United States .,0,0.5230968795619088,52.30968795619088,Not Plagiarized
6835,"Tom Gullikson defeated Tim Gullikson , 4 -- 6 , 6 -- 2 , 7 -- 6","Tim Gullikson defeated Tom Gullikson , 4 -- 6 , 6 - - 2 , 7 -- 6",0,0.8350499057520979,83.50499057520979,Possible Plagiarism
6836,"Parts of the area such as Blasewitz are industrial suburbs of the city , while there are also historical districts .","Parts of the area such as Blasewitz are historic suburbs of the city , while there are also industrial districts .",0,0.5031026124151315,50.31026124151315,Not Plagiarized
6837,"He has done meeting work for Mike Oldfield , the Muppets , Mick Jagger , Paul McCartney , Sting and Stevie Wonder .","He has done session work for Mike Oldfield , The Muppets , Mick Jagger , Paul McCartney , Sting and Stevie Wonder .",1,0.8416609559429351,84.16609559429351,Possible Plagiarism
6838,"Teweh ( abbreviated : MTW ) is a city located in the province of Central Kalimantan , the capital of North Barito Regency .","Teweh ( abbreviated : MTW ) is a city in the province of North Barito Regency , the capital of Central Kalimantan .",0,0.6342343385537402,63.42343385537402,Not Plagiarized
6839,"Charles Godeheu replaced Dupleix , who died in France in poverty .","Charles Godeheu replaced Dupleix , who died in poverty back in France .",1,0.7357532581618298,73.57532581618298,Possible Plagiarism
6840,Paul Krüger ( Krueger ) ( 12 October 1871 -- 7 August 1939 ) was a German chess master .,"Paul Krüger ( Kruger ) ( October 12 , 1871 -- August 7 , 1939 ) was a German chess master .",1,0.6183177996731944,61.83177996731944,Not Plagiarized
6841,"After the 1971 season , Collins was traded by the Tigers along with Tom Timmermann to the Cleveland Indians in exchange for Ed Farmer .","After the 1971 season , Collins was traded by the Tigers to the Cleveland Indians in exchange for Ed Farmer , together with Tom Timmermann .",1,0.841660955942934,84.1660955942934,Possible Plagiarism
6842,"In April 1916 , a large number of Serbian troops were transported from Corfu to Greece in British and French warships .","In April 1916 , a large number of Serbian troops were transported from Greece to mainland Corfu in British and French sea-going vessels .",0,0.5408791050537592,54.08791050537592,Not Plagiarized
6843,"On March 6 , 2016 , he debuted in the Ukrainian Premier League for FC Metalist Kharkiv in a game against FC Volyn Lutsk .",He made his debut in the Ukrainian Premier League for FC Volyn Lutsk in a game against FC Metalist Kharkiv on 6 March 2016 .,0,0.7443045649541955,74.43045649541955,Possible Plagiarism
6844,"The private Catholic schools are Fort Meigs , Frank , Toth and Woodland Elementary Schools , with the primary public school , Saint Rose , making up the fifth .","The primary public schools include Fort Meigs , Frank , Toth and Woodland Elementary Schools , with the private Catholic school , Saint Rose , the fifth .",0,0.6694188517266486,66.94188517266485,Not Plagiarized
6845,"His nephew , Tom ( 1909 -- 1984 ) , son of his brother Thomas Bernard Fogarty , played 13 senior VFL games for St Kilda .","His nephew , Thomas Bernard Fogarty ( 1909 - 1984 ) , son of his brother Tom , played 13 older VFL games for St Kilda .",0,0.634461989552947,63.4461989552947,Not Plagiarized
6846,Walter Scott assembled a team of wood engravers between 1842 and 1847 to illustrate the Abbotsford edition of Dickes 's work .,"Between 1842 and 1847 , Walter Scott assembled a team of woodcutters to illustrate the Abbotsford edition of Dickes ' work .",1,0.6595156769689081,65.9515676968908,Not Plagiarized
6847,Lamas is the capital city of the province of Lamas in the San Martín region of northern Peru .,"Lamas is the capital of the Lamas Province , situated in the San Martín Region of northern Peru .",1,0.6183177996731944,61.83177996731944,Not Plagiarized
6848,The River Frasin is a tributary of the River Bistra Mare in Romania .,The river Bistra Mare is a tributary of the Frasin river in Romania .,0,0.581969669221429,58.1969669221429,Not Plagiarized
6849,"The Fraser River is a tributary of the Sumas River in the Canadian province of British Columbia and the state of Washington , US .",The Fraser River is a tributary of the Sumas River in the Canadian province of British Columbia and the U.S. state of Washington .,1,0.9999999999999999,99.99999999999999,Possible Plagiarism
